ds,SPY_Close,SPY_Volume,event
2023-06-26,421.4966125488281,72823600,none event
2023-06-27,426.1175537109375,72813700,none event
2023-06-28,426.33251953125,75636000,none event
2023-06-29,428.0128173828125,67882300,none event
2023-06-30,433.063720703125,104921500,none event
2023-07-03,433.56195068359375,32793400,none event
2023-07-05,432.9171447753906,58418400,none event
2023-07-06,429.52716064453125,80658300,none event
2023-07-07,428.4427185058594,86076100,none event
2023-07-10,429.52716064453125,62443500,none event
2023-07-11,432.26263427734375,64463800,none event
2023-07-12,435.74053955078125,91924500,none event
2023-07-13,439.198974609375,72425200,none event
2023-07-14,438.9254455566406,69761800,none event
2023-07-17,440.449462890625,52680200,none event
2023-07-18,443.7223205566406,80744400,none event
2023-07-19,444.708984375,65891700,none event
2023-07-20,441.7585754394531,70591600,none event
2023-07-21,441.7585754394531,71245400,none event
2023-07-24,443.7320861816406,54023400,none event
2023-07-25,444.9434509277344,55191200,none event
2023-07-26,445.0118103027344,71052900,none event
2023-07-27,442.06146240234375,92194400,none event
2023-07-28,446.3893737792969,80011800,none event
2023-07-31,447.23931884765625,62040400,none event
2023-08-01,445.95947265625,55291500,none event
2023-08-02,439.75579833984375,93933400,none event
2023-08-03,438.49554443359375,64276100,none event
2023-08-04,436.5123596191406,100052300,none event
2023-08-07,440.3224792480469,58357500,none event
2023-08-08,438.4076232910156,71361300,none event
2023-08-09,435.4767761230469,78789600,none event
2023-08-10,435.63311767578125,93005500,none event
2023-08-11,435.3791198730469,68664600,none event
2023-08-14,437.7823486328125,47867400,none event
2023-08-15,432.6827087402344,75707500,none event
2023-08-16,429.50762939453125,80107200,none event
2023-08-17,426.2347717285156,95711300,none event
2023-08-18,426.44000244140625,98758400,none event
2023-08-21,429.2145080566406,68719000,none event
2023-08-22,428.05194091796875,65062900,none event
2023-08-23,432.8194885253906,68441000,none event
2023-08-24,426.82098388671875,88517300,none event
2023-08-25,429.83001708984375,102325100,none event
2023-08-28,432.5556945800781,61595400,none event
2023-08-29,438.8082275390625,83081900,none event
2023-08-30,440.6155700683594,69053900,none event
2023-08-31,439.97076416015625,66084600,none event
2023-09-01,440.7914123535156,58875700,none event
2023-09-05,438.8863220214844,55166200,none event
2023-09-06,435.9359436035156,70758500,none event
2023-09-07,434.5975341796875,70355400,none event
2023-09-08,435.2520751953125,61659700,none event
2023-09-11,438.11456298828125,60180100,none event
2023-09-12,435.71124267578125,67565400,none event
2023-09-13,436.2192687988281,60199300,none event
2023-09-14,439.98052978515625,83430800,none event
2023-09-15,434.67950439453125,111761400,none event
2023-09-18,434.9344177246094,55752200,none event
2023-09-19,434.03240966796875,66514600,none event
2023-09-20,430.042236328125,82562600,none event
2023-09-21,422.9343566894531,103976100,none event
2023-09-22,421.9833679199219,100829700,none event
2023-09-25,423.75787353515625,70874500,none event
2023-09-26,417.5323181152344,96168400,none event
2023-09-27,417.6990051269531,104705800,none event
2023-09-28,420.12060546875,92258300,none event
2023-09-29,419.1009521484375,115078500,none event
2023-10-02,418.93426513671875,83798600,none event
2023-10-03,413.326416015625,103760600,none event
2023-10-04,416.33624267578125,87453000,none event
2023-10-05,416.17938232421875,70142700,none event
2023-10-06,421.1205749511719,113202700,none event
2023-10-09,423.81671142578125,80374400,none event
2023-10-10,426.0225830078125,78607300,none event
2023-10-11,427.7677307128906,62451700,none event
2023-10-12,425.15985107421875,81154200,none event
2023-10-13,423.04217529296875,95143100,none event
2023-10-16,427.4931945800781,75433200,none event
2023-10-17,427.47357177734375,75324700,none event
2023-10-18,421.7774353027344,93559800,none event
2023-10-19,418.07159423828125,121323000,none event
2023-10-20,412.93426513671875,123845800,none event
2023-10-23,412.21856689453125,92035100,none event
2023-10-24,415.326416015625,78564200,none event
2023-10-25,409.3656005859375,94223200,none event
2023-10-26,404.4635925292969,115156800,none event
2023-10-27,402.6302490234375,107367700,none event
2023-10-30,407.4440612792969,86562700,none event
2023-10-31,410.00286865234375,79665200,none event
2023-11-01,414.3754577636719,98068100,none event
2023-11-02,422.31671142578125,94938900,none event
2023-11-03,426.16961669921875,100110800,none event
2023-11-06,427.1500549316406,67831700,none event
2023-11-07,428.36572265625,64256100,none event
2023-11-08,428.67950439453125,61746000,none event
2023-11-09,425.3362731933594,83174400,none event
2023-11-10,431.9736022949219,89462200,none event
2023-11-13,431.5618591308594,52236100,none event
2023-11-14,439.9344482421875,97176900,none event
2023-11-15,440.8658142089844,77327600,none event
2023-11-16,441.4050598144531,66665800,none event
2023-11-17,441.9541015625,83133200,none event
2023-11-20,445.35601806640625,69936200,none event
2023-11-21,444.385498046875,49244600,none event
2023-11-22,446.10113525390625,59394900,none event
2023-11-24,446.37567138671875,29737400,none event
2023-11-27,445.5717468261719,50506000,none event
2023-11-28,446.012939453125,62115000,none event
2023-11-29,445.69915771484375,63146000,none event
2023-11-30,447.4541015625,79752700,none event
2023-12-01,450.1011962890625,89097900,none event
2023-12-04,447.7384338378906,72430900,none event
2023-12-05,447.6501770019531,69793500,none event
2023-12-06,445.84625244140625,69124700,none event
2023-12-07,449.24822998046875,66995400,none event
2023-12-08,451.1795959472656,83080900,none event
2023-12-11,452.9345703125,65002200,none event
2023-12-12,455.0032043457031,68327600,none event
2023-12-13,461.2777404785156,93278000,none event
2023-12-14,462.7581481933594,119026000,none event
2023-12-15,461.9961853027344,141319300,none event
2023-12-18,464.594970703125,70375300,none event
2023-12-19,467.42010498046875,55761800,none event
2023-12-20,460.9429626464844,102921000,none event
2023-12-21,465.31353759765625,86667500,none event
2023-12-22,466.24871826171875,67126600,none event
2023-12-26,468.21746826171875,55387000,none event
2023-12-27,469.0640563964844,68000300,none event
2023-12-28,469.2412414550781,77158100,none event
2023-12-29,467.8827819824219,122234100,none event
2024-01-02,465.2643127441406,123623700,none event
2024-01-03,461.4646911621094,103585900,none event
2024-01-04,459.978271484375,84232200,none event
2024-01-05,460.6082763671875,86060800,none event
2024-01-08,467.1838684082031,74879100,none event
2024-01-09,466.47509765625,65931400,none event
2024-01-10,469.11322021484375,67310600,none event
2024-01-11,468.90655517578125,77940700,none event
2024-01-12,469.23138427734375,57944000,none event
2024-01-16,467.5086669921875,85014900,none event
2024-01-17,464.90997314453125,68843900,none event
2024-01-18,469.0443420410156,91856200,none event
2024-01-19,474.8915100097656,110733300,none event
2024-01-22,475.8955993652344,75844900,none event
2024-01-23,477.2835388183594,49945300,none event
2024-01-24,477.8052978515625,81765000,none event
2024-01-25,480.4040222167969,72525000,none event
2024-01-26,479.793701171875,76641600,none event
2024-01-29,483.59332275390625,61322800,none event
2024-01-30,483.2193298339844,58618400,none event
2024-01-31,475.33447265625,126011100,none event
2024-02-01,481.5557556152344,91891600,none event
2024-02-02,486.6252746582031,99147700,none event
2024-02-05,484.8533935546875,75757100,none event
2024-02-06,486.26104736328125,55918600,none event
2024-02-07,490.316650390625,70556500,none event
2024-02-08,490.5332336425781,52343600,none event
2024-02-09,493.3682556152344,63979400,none event
2024-02-12,493.15167236328125,56502300,none event
2024-02-13,486.3594665527344,113099200,none event
2024-02-14,490.7793273925781,68387800,none event
2024-02-15,494.16558837890625,61683000,none event
2024-02-16,491.7046203613281,75461200,none event
2024-02-20,488.99761962890625,71736700,none event
2024-02-21,489.4405517578125,59603800,none event
2024-02-22,499.5697326660156,76402500,none event
2024-02-23,499.9142761230469,61321800,none event
2024-02-26,498.0833435058594,50386700,none event
2024-02-27,499.0086669921875,48854500,none event
2024-02-28,498.3491516113281,56506600,none event
2024-02-29,500.1407470703125,83924800,none event
2024-03-01,504.8361511230469,76805900,none event
2024-03-04,504.29473876953125,49799300,none event
2024-03-05,499.2547607421875,72855600,none event
2024-03-06,501.78460693359375,68382400,none event
2024-03-07,506.7655029296875,58652100,none event
2024-03-08,503.7238464355469,86425500,none event
2024-03-11,503.29071044921875,62557200,none event
2024-03-12,508.7048034667969,73114400,none event
2024-03-13,507.90740966796875,55104100,none event
2024-03-14,506.90338134765625,110171800,none event
2024-03-15,503.4226989746094,107585800,none event
2024-03-18,506.4145812988281,88893300,none event
2024-03-19,509.22882080078125,60755300,none event
2024-03-20,513.9389038085938,69594600,none event
2024-03-21,515.6372680664062,60256100,none event
2024-03-22,514.65966796875,79023000,none event
2024-03-25,513.23779296875,48512100,none event
2024-03-26,512.2898559570312,65463700,none event
2024-03-27,516.594970703125,82999800,none event
2024-03-28,516.4962768554688,96294900,none event
2024-04-01,515.59765625,62477500,none event
2024-04-02,512.3194580078125,74230300,none event
2024-04-03,512.8822631835938,59155800,none event
2024-04-04,506.6219787597656,96858100,none event
2024-04-05,511.9146423339844,74482100,none event
2024-04-08,512.2008666992188,48401800,none event
2024-04-09,512.7933959960938,68124400,none event
2024-04-10,507.65875244140625,82652800,none event
2024-04-11,511.489990234375,70099000,none event
2024-04-12,504.4298400878906,92469100,none event
2024-04-15,498.1103210449219,92101400,none event
2024-04-16,497.2018737792969,73484000,none event
2024-04-17,494.2593078613281,75910300,none event
2024-04-18,493.2422180175781,74548100,none event
2024-04-19,488.9370422363281,102129100,none event
2024-04-22,493.4397277832031,67961000,none event
2024-04-23,499.2951965332031,64633600,none event
2024-04-24,499.0582275390625,55928100,none event
2024-04-25,497.162353515625,69122400,none event
2024-04-26,501.8724365234375,64306100,none event
2024-04-29,503.6498107910156,46415400,none event
2024-04-30,495.6713562011719,77483600,none event
2024-05-01,494.0618591308594,80242800,none event
2024-05-02,498.6829833984375,62550200,none event
2024-05-03,504.8643798828125,72756700,none event
2024-05-06,510.0780334472656,47264700,none event
2024-05-07,510.6408386230469,52561300,none event
2024-05-08,510.690185546875,42047200,none event
2024-05-09,513.6327514648438,43643700,none event
2024-05-10,514.2943725585938,52233200,none event
2024-05-13,514.3634033203125,36716400,none event
2024-05-14,516.723388671875,57535900,none event
2024-05-15,523.1219482421875,59504900,none event
2024-05-16,522.045654296875,50244800,none event
2024-05-17,522.7960815429688,59187600,none event
2024-05-20,523.3984375,37764200,none event
2024-05-21,524.6820068359375,33437000,none event
2024-05-22,523.17138671875,48390000,none event
2024-05-23,519.3499755859375,57211200,none event
2024-05-24,522.7862548828125,41258400,none event
2024-05-28,523.151611328125,36269600,none event
2024-05-29,519.4882202148438,45190300,none event
2024-05-30,516.0419921875,46468500,none event
2024-05-31,520.7422485351562,90785800,none event
2024-06-03,521.1668090820312,46835700,none event
2024-06-04,521.7493896484375,34632700,none event
2024-06-05,527.9505004882812,47610400,none event
2024-06-06,527.9406127929688,30808500,none event
2024-06-07,527.298828125,43224500,none event
2024-06-10,528.927978515625,35729300,none event
2024-06-11,530.2018432617188,36383400,none event
2024-06-12,534.5564575195312,63251300,none event
2024-06-13,535.6327514648438,44760900,none event
2024-06-14,535.9586791992188,40089900,none event
2024-06-17,540.2242431640625,55839500,none event
2024-06-18,541.5968627929688,41376400,none event
2024-06-20,540.1255493164062,70328200,none event
2024-06-21,539.4014282226562,64513900,none event
2024-06-24,537.64794921875,45528700,none event
2024-06-25,539.7184448242188,38273300,none event
2024-06-26,540.3920288085938,38550600,none event
2024-06-27,541.2439575195312,35041500,none event
2024-06-28,539.1141357421875,76144500,none event
2024-07-01,540.2236328125,40297800,none event
2024-07-02,543.8591918945312,40434800,none event
2024-07-03,546.2862548828125,32789900,none event
2024-07-05,549.4363403320312,41488400,none event
2024-07-08,550.0703735351562,36110500,none event
2024-07-09,550.6052856445312,27289700,none event
2024-07-10,556.0537719726562,38701200,none event
2024-07-11,551.2590942382812,53054200,none event
2024-07-12,554.7361450195312,53084400,none event
2024-07-15,556.2617797851562,40584300,none event
2024-07-16,559.5604248046875,36475300,none event
2024-07-17,551.7147827148438,57119000,none event
2024-07-18,547.4749145507812,56270400,none event
2024-07-19,543.83935546875,65509100,none event
2024-07-22,549.4463500976562,43346700,none event
2024-07-23,548.5844116210938,34439600,none event
2024-07-24,536.1521606445312,74515300,none event
2024-07-25,533.3585815429688,61158300,none event
2024-07-26,539.3320922851562,53763800,none event
2024-07-29,539.6490478515625,39515800,none event
2024-07-30,536.9149169921875,46853600,none event
2024-07-31,545.642333984375,65663400,none event
2024-08-01,537.91552734375,76428700,none event
2024-08-02,527.9003295898438,82789100,none event
2024-08-05,512.5259399414062,146267400,none event
2024-08-06,517.251220703125,84826300,none event
2024-08-07,513.7939453125,70698300,none event
2024-08-08,525.6714477539062,63276600,none event
2024-08-09,527.989501953125,45619600,none event
2024-08-12,528.2669067382812,42542100,none event
2024-08-13,536.9545288085938,52333100,none event
2024-08-14,538.6485595703125,42446900,none event
2024-08-15,547.881103515625,60846800,none event
2024-08-16,549.1094360351562,44430700,none event
2024-08-19,554.3597412109375,39121800,none event
2024-08-20,553.4583129882812,33732300,none event
2024-08-21,555.3602905273438,41514600,none event
2024-08-22,551.0015258789062,56121500,none event
2024-08-23,556.8560791015625,50639400,none event
2024-08-26,555.5286254882812,35788600,none event
2024-08-27,556.2914428710938,32693900,none event
2024-08-28,553.0620727539062,41066000,none event
2024-08-29,553.1115112304688,38715200,none event
2024-08-30,558.3915405273438,62700100,none event
2024-09-03,546.9003295898438,60600100,none event
2024-09-04,545.781005859375,47224900,none event
2024-09-05,544.4534912109375,44264300,none event
2024-09-06,535.2903442382812,68493800,none event
2024-09-09,541.2835693359375,40445800,none event
2024-09-10,543.6412353515625,36394600,none event
2024-09-11,549.2183837890625,75248600,none event
2024-09-12,553.8446044921875,51892700,none event
2024-09-13,556.7372436523438,39310500,none event
2024-09-16,557.5594482421875,36656100,none event
2024-09-17,557.7872924804688,49321000,none event
2024-09-18,556.1329956054688,59044900,none event
2024-09-19,565.6231079101562,75315500,none event
2024-09-20,564.6453247070312,77503100,none event
2024-09-23,566.0562744140625,44116900,none event
2024-09-24,567.6759643554688,46805700,none event
2024-09-25,566.4239501953125,38428600,none event
2024-09-26,568.6696166992188,48336000,none event
2024-09-27,567.8448486328125,42100900,none event
2024-09-30,570.120361328125,63557400,none event
2024-10-01,565.0130004882812,72668800,none event
2024-10-02,565.2514038085938,38097800,none event
2024-10-03,564.218017578125,40846500,none event
2024-10-04,569.3453369140625,42939100,none event
2024-10-07,564.1981201171875,49964700,none event
2024-10-08,569.5340576171875,37398700,none event
2024-10-09,573.4789428710938,37912200,none event
2024-10-10,572.475341796875,44138100,none event
2024-10-11,575.9034423828125,42268000,none event
2024-10-14,580.6133422851562,36217200,none event
2024-10-15,576.1021728515625,54203600,none event
2024-10-16,578.606201171875,30725400,none event
2024-10-17,578.6558227539062,34393700,none event
2024-10-18,580.8816528320312,37416800,none event
2024-10-21,579.927734375,36439000,none event
2024-10-22,579.6196899414062,34183800,none event
2024-10-23,574.323486328125,49314600,none event
2024-10-24,575.5656127929688,34979900,none event
2024-10-25,575.3668823242188,47268200,none event
2024-10-28,577.1455078125,30174700,none event
2024-10-29,578.07958984375,42899700,none event
2024-10-30,576.3306884765625,41435800,none event
2024-10-31,565.0328369140625,60182500,none event
2024-11-01,567.4176025390625,45667500,none event
2024-11-04,566.1953735351562,38217000,none event
2024-11-05,573.041748046875,39478300,none event
2024-11-06,587.2907104492188,68182000,none event
2024-11-07,591.831787109375,47233200,none event
2024-11-08,594.3953857421875,46444900,none event
2024-11-11,594.9617919921875,37586800,none event
2024-11-12,593.1135864257812,43006100,none event
2024-11-13,593.4017333984375,47388600,none event
2024-11-14,589.5860595703125,38904100,none event
2024-11-15,582.0343017578125,75988800,none event
2024-11-18,584.4190673828125,37084100,none event
2024-11-19,586.555419921875,49412000,none event
2024-11-20,586.7542114257812,50032600,none event
2024-11-21,589.904052734375,46750300,none event
2024-11-22,591.7323608398438,38226400,none event
2024-11-25,593.7395629882812,42441400,none event
2024-11-26,596.8397827148438,45621300,none event
2024-11-27,595.0313110351562,34000200,none event
2024-11-29,598.7276611328125,30177400,none event
2024-12-02,599.8008422851562,31746000,none event
2024-12-03,600.0791015625,26906600,none event
2024-12-04,603.8052368164062,42787600,none event
2024-12-05,602.8116455078125,28762200,none event
2024-12-06,603.954345703125,31241500,none event
2024-12-09,600.84423828125,34742700,none event
2024-12-10,598.9761352539062,37234500,none event
2024-12-11,603.6065673828125,28677700,none event
2024-12-12,600.4964599609375,31543800,none event
2024-12-13,600.377197265625,35904700,none event
2024-12-16,602.9407958984375,43695200,none event
2024-12-17,600.4566650390625,55773500,none event
2024-12-18,582.5609741210938,108248700,none event
2024-12-19,582.382080078125,85919500,none event
2024-12-20,589.3770751953125,125716700,none event
2024-12-23,592.9064331054688,57635800,none event
2024-12-24,599.49658203125,33160100,none event
2024-12-26,599.5364990234375,41219100,none event
2024-12-27,593.2254638671875,64969300,none event
2024-12-30,586.455810546875,56578800,none event
2024-12-31,584.322265625,57052700,none event
2025-01-02,582.8865966796875,50204000,none event
2025-01-03,590.1746215820312,37888500,none event
2025-01-06,593.5744018554688,47679400,none event
2025-01-07,586.8646240234375,60393100,none event
2025-01-08,587.7219848632812,47304700,none event
2025-01-10,578.7489624023438,73105000,none event
2025-01-13,579.6463012695312,47910100,none event
2025-01-14,580.4439086914062,48420600,none event
2025-01-15,591.002197265625,56900200,none event
2025-01-16,589.8656005859375,43319700,none event
2025-01-17,595.7877807617188,58070600,none event
2025-01-21,601.2413330078125,42532900,none event
2025-01-22,604.6211547851562,48196000,none event
2025-01-23,607.9212646484375,41152100,none event
2025-01-24,606.1465454101562,34604700,none event
2025-01-27,597.5723876953125,70361100,none event
2025-01-28,602.7069702148438,44433300,none event
2025-01-29,600.0050659179688,37177400,none event
2025-01-30,603.225341796875,39281300,none event
2025-01-31,600.0150146484375,66671500,none event
2025-02-03,595.9771728515625,65857200,none event
2025-02-04,599.9751586914062,33457800,none event
2025-02-05,602.4077758789062,30653100,none event
2025-02-06,604.5015258789062,35771500,none event
2025-02-07,598.9682006835938,50788500,none event
2025-02-10,603.035888671875,26048700,none event
2025-02-11,603.4945678710938,30056700,none event
2025-02-12,601.5504150390625,45076100,none event
2025-02-13,607.9013061523438,40921300,none event
2025-02-14,607.8713989257812,26910400,none event
2025-02-18,609.656005859375,26749000,none event
2025-02-19,611.0916748046875,31011100,none event
2025-02-20,608.5493774414062,36554000,none event
2025-02-21,598.1406860351562,76519800,none event
2025-02-24,595.4188842773438,50737200,none event
2025-02-25,592.457763671875,58266500,none event
2025-02-26,592.7568359375,43321600,none event
2025-02-27,583.2952880859375,74196700,none event
2025-02-28,592.39794921875,88744100,none event
2025-03-03,582.0191650390625,74249200,none event
2025-03-04,575.1298828125,109648200,none event
2025-03-05,581.311279296875,71230500,none event
2025-03-06,570.9923706054688,80094900,none event
2025-03-07,574.1926879882812,81158800,none event
2025-03-10,558.8987426757812,99326600,none event
2025-03-11,554.252685546875,88102100,none event
2025-03-12,557.19384765625,69588200,none event
2025-03-13,549.7661743164062,74079400,none event
2025-03-14,561.1220092773438,62660300,none event
2025-03-17,565.4490356445312,49008700,none event
2025-03-18,559.33740234375,66041400,none event
2025-03-19,565.4290771484375,66556000,none event
2025-03-20,563.7940063476562,62958200,none event
2025-03-21,563.97998046875,83763000,none event
2025-03-24,574.0800170898438,58766800,none event
2025-03-25,575.4600219726562,38355700,none event
2025-03-26,568.5900268554688,51848300,none event
2025-03-27,567.0800170898438,42164200,none event
2025-03-28,555.6599731445312,71662700,none event
